gvkey,entity_pname,has_funda_data,conm,sic,naics,spcindcd,spcseccd,fic
101953,Toyo Ink Mfg. Co. Ltd.,False,,,,,,
101985,Nippon TV Network,False,,,,,,
101986,Nippon Shokubai Co. Ltd.,False,,,,,,
102017,E.ON Sverige AB,False,,,,,,
102021,Toho Gas Co. Ltd.,False,,,,,,
102071,Vifor Pharma AG,False,,,,,,
102075,Odakyu Electric Railway Co. Ltd.,False,,,,,,
102106,China Overseas Grand Oceans Group Ltd.,False,,,,,,
102138,MISC Bhd.,False,,,,,,
102146,Terumo Corp.,False,TERUMO CORP,3841,339112,300,905,JPN
102155,Sumitomo Forestry Co. Ltd.,False,,,,,,
102163,Safilo SpA,False,,,,,,
102200,Metal Manufactures Ltd.,False,,,,,,
102203,Yokohama Rubber Co. Ltd.,False,,,,,,
102225,BIL International Ltd.,False,,,,,,
102234,Air New Zealand Ltd.,False,,,,,,
102240,Aisin Corp.,False,,,,,,
102245,Daifuku Co. Ltd.,False,,,,,,
102250,Hugo Boss AG,False,HUGO BOSS AG,2300,315,465,976,DEU
102255,Takashimaya Co. Ltd.,False,,,,,,
102256,Mori Seiki Co. Ltd.,False,,,,,,
102258,"Kamigumi Co., Ltd.",False,,,,,,
102260,ITV PLC,False,ITV PLC,4833,515120,150,978,GBR
102267,Webuild SpA,False,,,,,,
102269,NTN Corp.,False,,,,,,
102274,CEMEX Espana S.A.,False,,,,,,
102276,H & M Hennes & Mauritz AB,False,HENNES & MAURITZ AB,5621,448120,452,976,SWE
102278,House Foods Corp.,False,,,,,,
102296,Vinci S.A.,False,VINCI SA,1600,237,240,925,FRA
102299,Forvia SE,False,,,,,,
102311,Hokuriku Electric Power Co.,False,,,,,,
102317,Buzzi SpA,False,,,,,,
102357,COREALCREDIT BANK AG,False,,,,,,
102373,Mitsubishi Motors Corp.,False,,,,,,
102377,Bank Vontobel AG,False,,,,,,
102398,QCT Resources Ltd.,False,,,,,,
102414,Kinden Corp.,False,,,,,,
102441,Daimaru Inc.,False,,,,,,
102454,DSM-Firmenich AG,False,DSM FIRMENICH AG,2800,325,167,970,CHE
102456,Central Glass Co. Ltd.,False,,,,,,
102461,Calsonic Kansei Corp.,False,,,,,,
102473,TonenGeneral Sekiyu KK,False,,,,,,
102477,Finnair Oyj,False,,,,,,
102503,Toyo Seikan Kaisha Ltd.,False,,,,,,
102532,Kintetsu Corp.,False,,,,,,
102550,Johnson Electric Holdings Ltd.,False,JOHNSON ELECTRIC HOLDINGS,3690,3359,220,925,BMU
102551,Sumitomo Rubber Industries Ltd.,False,,,,,,
102559,Nagasakiya Co. Ltd.,False,,,,,,
102566,Babcock International Group PLC,False,,,,,,
102570,Campofrio Food Group S.A.U.,False,,,,,,
102574,Kingspan Group plc,False,KINGSPAN GROUP PLC,3440,3323,155,976,IRL
102596,Glanbia PLC,False,GLANBIA PLC,2834,325412,250,978,IRL
102602,Ipreo Holdings LLC,False,,,,,,
102603,Severn Trent PLC,False,SEVERN TRENT PLC,4941,221310,725,700,GBR
102605,Sumitomo Realty & Development Co. Ltd.,False,,,,,,
102608,SIG Group AG,False,,,,,,
102609,Toyo Suisan Kaisha Ltd.,False,TOYO SUISAN KAISHA LTD,2000,311,250,978,JPN
102620,Ibiden Co. Ltd.,False,,,,,,
102629,Abertis Infraestructuras S.A.,False,,,,,,
102635,RWE Thames Water PLC,False,,,,,,
102640,Mabuchi Motor Co. Ltd.,False,,,,,,
102649,Hyder Ltd.,False,,,,,,
102655,Katokichi Co. Ltd.,False,,,,,,
102660,Fukuyama Transporting Co. Ltd.,False,,,,,,
102666,Wessex Water Services Ltd.,False,,,,,,
102675,Getronics N.V.,False,,,,,,
102694,Kelda Group Ltd.,False,,,,,,
102700,Morinaga Milk Industry Co. Ltd.,False,,,,,,
102705,Southern Water Services Ltd.,False,,,,,,
102717,Fujikura Ltd.,False,,,,,,
102722,Schmolz + Bickenbach AG,False,,,,,,
102730,Daily Mail & General Trust PLC,False,,,,,,
102734,Keio Corp.,False,,,,,,
102743,Mundys SpA,False,ATLANTIA SPA,4700,488490,620,600,ITA
102744,Toho Co. Ltd.,False,,,,,,
102753,Sankyu Inc.,False,,,,,,
102761,Mitsui-Soko Co. Ltd.,False,,,,,,
102765,Imerys SA,False,,,,,,
102787,Keihin Electric Express Railway Co. Ltd.,False,,,,,,
102797,Verbund AG,False,VERBUND AG,4911,2211,705,700,AUT
102811,EEW Energy from Waste GmbH,False,,,,,,
102813,Prosegur Compania De Seguridad S.A.,False,,,,,,
102847,Seibu Railway Co. Ltd.,False,,,,,,
102902,Compagnie Financiere Richemont S.A.,False,COMPAGNIE FINANCIERE RICHEMO,3911,339910,452,976,CHE
102903,Caltex Australia Ltd.,False,AMPOL LTD,2911,324110,390,935,AUS
102915,SSAB AB,False,SSAB CORP,3310,3312,460,970,SWE
102968,Wienerberger AG,False,,,,,,
103036,Industrivarden AB,False,,,,,,
103039,Komori Corp.,False,,,,,,
103043,Nichirei Corp.,False,,,,,,
103053,Rohm Co. Ltd.,False,ROHM CO LTD,3674,334413,235,940,JPN
103084,Newcrest Mining Ltd.,False,NEWCREST MINING LTD,1040,212221,265,970,AUS
103103,SNAITECH SpA,False,,,,,,
103106,Stena Line AB,False,,,,,,
103133,EVN AG,False,,,,,,
103143,TXU Europe Ltd.,False,,,,,,
103144,EDF Energy Ltd.,False,,,,,,
103148,Northern Electric PLC,False,,,,,,
103152,National Grid Electricity Distribution (South West) PLC,False,,,,,,
103153,Yorkshire Electricity Group PLC,False,,,,,,
103165,Compagnie de Navigation Mixte,False,,,,,,
103172,Wendel SE,False,WENDEL,9998,999988,210,970,FRA
103176,Thyssenkrupp AG,False,THYSSENKRUPP AG,3390,331,460,970,DEU
103182,Johnston Press PLC,False,,,,,,
103193,Strabag SE,False,,,,,,
103204,ASG Technologies Group Inc.,False,,,,,,
103204,Allen Systems Group Inc.,False,,,,,,
103212,ESCADA AG,False,,,,,,
103228,Keyence Corp.,False,KEYENCE CORP,3829,334519,230,940,JPN
103255,Bertelsmann SE & Co. KGaA,False,,,,,,
103260,Rexel S.A.,False,REXEL SA,5063,423610,222,940,FRA
103264,OPmobility SE,False,,,,,,
103292,A.P. Moller - Maersk A/S,False,A.P. MOLLER - MAERSK A/S,4412,483111,612,600,DNK
103332,Pasminco Ltd.,False,,,,,,
103533,Sixt SE,False,,,,,,
103562,Seven-Eleven Japan Co. Ltd.,False,,,,,,
103613,Sociedad General de Aguas de Barcelona S.A.,False,,,,,,
103830,Sega Corp.,False,,,,,,
103850,Genting Malaysia Bhd.,False,GENTING MALAYSIA BHD,7990,7132,310,976,MYS
103895,Remy Cointreau S.A.,False,REMY COINTREAU SA,2084,312140,140,978,FRA
103912,IOI Corp. Bhd.,False,,,,,,
103936,ASM Pacific Technology Ltd.,False,,,,,,
104129,Telekom Malaysia Bhd.,False,,,,,,
104346,Flagstone Alliance Insurance & Reinsurance PLC,False,,,,,,
104356,H&K AG,False,,,,,,
104357,Kabel Deutschland Holding AG,False,,,,,,
104364,Tele Columbus AG,False,,,,,,
104398,Newmont Australia Ltd.,False,NORMANDY MINING LTD,1040,212221,265,970,AUS
104544,Federal Grid Co. of the Unified Energy System,False,,,,,,
104546,Ingosstrakh Insurance Co.,False,,,,,,
104548,Promsvyazbank PJSC,False,,,,,,
104558,Advanced Info Service Public Co. Ltd.,False,ADVANCED INFO SERVICE PCL,4899,517312,462,974,THA
104579,Al Khazna Insurance Co.,False,,,,,,
104584,GS Engineering & Construction Corp.,False,,,,,,
104587,Daelim Industrial Co. Ltd.,False,,,,,,
104593,Hyundai Steel Co.,False,,,,,,
104604,Samsung Electronics Co. Ltd.,False,SAMSUNG ELECTRONICS CO LTD,3674,334413,220,925,KOR
104605,KCC Corp.,False,,,,,,
104606,Kia Corp.,False,,,,,,
104607,Hyundai Motor Co.,False,HYUNDAI MOTOR CO LTD,3711,336111,120,976,KOR
104610,Daewoo Corp.,False,,,,,,
104643,Sage Group PLC (The),False,SAGE GROUP PLC,7372,511210,185,940,GBR
104652,Edison SpA,False,,,,,,
104709,Athlon Car Lease International B.V.,False,,,,,,
104796,Pendragon PLC,False,,,,,,
104814,Tenaga Nasional Bhd.,False,TENAGA NASIONAL BHD,4911,2211,705,700,MYS
104854,Uni-Charm Corp.,False,UNICHARM CORPORATION,3842,339113,210,970,JPN
104858,Shimano Inc.,False,SHIMANO INC,3751,336991,475,976,JPN
104864,Icade S.A.,False,ICADE,6798,531120,305,976,FRA
104881,Television Francaise 1 S.A.,False,,,,,,
104887,Aoyama Trading Co. Ltd.,False,,,,,,
104893,Nankai Electric Railway Co. Ltd.,False,,,,,,
104940,Keihan Electric Railway Co. Ltd.,False,,,,,,
104944,Publishing and Broadcasting Ltd.,False,,,,,,
104950,FamilyMart Co. Ltd.,False,FAMILYMART CO LTD,5412,445120,440,978,JPN
104958,Fairfax Media Ltd.,False,,,,,,
104960,PMP Ltd.,False,,,,,,
104981,Securitas AB,False,,,,,,
104997,"Inmobiliaria Colonial, Socimi, S.A.",False,,,,,,
105036,China Overseas Land & Investment Ltd.,False,CHINA OVERSEAS LAND & INVEST,6552,237210,305,976,HKG
105111,Industrias Penoles S.A.B. de C.V.,False,,,,,,
105118,Port of Tauranga Ltd.,False,,,,,,
105198,Citic Ltd.,False,CITIC LTD,9997,999977,355,925,HKG
105408,Arab Insurance Group (B.S.C.),False,,,,,,
105539,Bank United,False,,,,,,
105544,Banque Marocaine du Commerce Exterieur,False,,,,,,
105890,"Cimpor Cimentos de Portugal, S.G.P.S. S.A.",False,,,,,,
105973,ConAgra Capital L.C.,False,,,,,,
106148,Demirbank Turk A.S.,False,,,,,,
106253,El Paso Tennessee Pipeline Co.,False,,,,,,
106292,Entergy Louisiana Capital I,False,ENTERGY LOUISIANA CAP I,4911,2211,,,USA
106416,Desjardins Trust Inc.,False,FIDUCIE DESJARDINS,6726,525990,,,CAN
107225,Lenovo Group Ltd.,False,LENOVO GROUP LTD,3570,3341,175,976,HKG
107288,Royal Utilities Income Fund,False,LUSCAR COAL INCOME FUND,1221,212111,,,CAN
107307,MCMS Inc.,False,,,,,,
108296,White Mountains Services Corporation,False,,,,,,
109379,Banco Comercial S.A.,False,,,,,,
115141,Private Export Funding Corp.,False,,,,,,
116368,OMZ,False,,,,,,
116961,Valmet Corp.,False,,,,,,
117015,Duke Realty L.P.,False,,,,,,
120316,OpTel Inc.,False,,,,,,
123803,Regency Centers L.P.,False,,,,,,
123803,"Regency Retail Partnership, L.P.",False,,,,,,
125457,Rio Paranapanema Energia S.A,False,,,,,,
126425,CBS Operations Inc.,False,CBS OPERATIONS INC,7812,512110,,,USA
126896,Production Resource Group LLC,False,,,,,,
130039,Alliant Energy Resources LLC,False,,,,,,
132983,United Parcel Service of America Inc.,False,,,,,,
135709,Ooredoo QPSC,False,,,,,,
141894,Nizhnekamskneftekhim PAO,False,,,,,,
142392,Broadwing Communications Inc.,False,,,,,,
142673,Empire District Electric Trust I,False,EMPIRE DISTRICT ELEC TRUST I,6726,999990,,,USA
143075,Pegasus Satellite Communications Inc.,False,,,,,,
143260,Intercorp Peru Ltd.,False,,,,,,
143693,Superior National Insurance Group Inc.,False,SNTL CORP,6351,5241,,,USA
146198,Diamond Brands Operating Corp.,False,,,,,,
146545,Tommy Hilfiger U.S.A. Inc.,False,HILFIGER (TOMMY) U S A INC,,999990,,,USA
147728,Bowlero Corp.,False,,,,,,
147728,AMF Bowling Worldwide Inc.,False,,,,,,
148233,Manitoba (Province of),False,MANITOBA PROV CDA,9995,999990,,,CAN
148730,Berry Plastics Corp. (old),False,,,,,,
148991,NextEra Energy Capital Holdings Inc.,False,NEXTERA ENEGY CAPITAL HLDGS,6159,2211,,,USA
149523,IES Utilities Inc.,False,,,,,,
149757,Titan Petrochemicals Group Ltd.,False,,,,,,
153151,Uranium One Inc.,False,URASIA ENERGY LTD,1000,212,,,CAN
154941,Hera SpA,False,,,,,,
155319,America West Airlines Inc.,False,,,,,,
156236,BrightView Landscapes LLC,False,,,,,,
156621,R.H. Donnelley Inc.,False,,,,,,
157304,Bank Rakyat Indonesia (Persero) Tbk. PT,False,PT BANK RAKYAT INDONESIA (PE,6020,522110,,,IDN
157593,CoBank ACB,False,COBANK ACB,6020,522110,,,USA
157594,International Finance Corp.,False,,,,,,
160512,American & Foreign Power Inc.,False,,,,,,
160515,Worldspan L.P.,False,,,,,,
160517,"Williams Holdings of Delaware, Inc.",False,,,,,,
160558,Unitymedia Hessen GmbH & Co. KG,False,,,,,,
160558,iesy Hessen GmbH,False,,,,,,
160559,MobiFon Holdings B.V.,False,,,,,,
160685,Brand Services Inc.,False,BRAND SERVICES INC,1700,454312,,,USA
160757,iPCS Escrow Company,False,,,,,,
162093,Assured Guaranty US Holdings Inc.,False,,,,,,
162094,Axtel S.A.B. de C.V.,False,,,,,,
162097,"Bank One, Texas, N.A., Dallas",False,,,,,,
162101,Venezuela,False,,,,,,
162128,Deutsche Telekom International Finance B.V.,False,,,,,,
162130,Equinox Holdings Inc.,False,,,,,,
162133,WII Components Inc.,False,,,,,,
162140,Wells Fargo Bank N.A.,False,,,,,,
162155,Imperial Bank,False,,,,,,
162157,FIA Card Services N.A.,False,,,,,,
162162,"National City Bank, Cleveland, OH",False,,,,,,
162168,Polypore Inc.,False,,,,,,
162194,Seneca Gaming Corp.,False,,,,,,
162199,TW Telecom Holdings Inc.,False,,,,,,
162208,"First Bank N.A., Minneapolis, MN",False,,,,,,
162290,Haights Cross Communications Inc.,False,,,,,,
162611,Real Mex Restaurants Inc.,False,,,,,,
162755,Hungary,False,,,,,,
162852,AMH Holdings LLC,False,,,,,,
162888,"Midwest Generation, LLC",False,,,,,,
162936,Nalco Co.,False,,,,,,
162944,Nordstrom Credit Inc.,False,,,,,,
162952,Nova Scotia Power Inc.,False,NOVA SCOTIA POWER INC,,999990,,,CAN
163140,Alestra S. de R.L. de C.V.,False,,,,,,
163153,Australia,False,,,,,,
163163,Deutsche Bank Trust Co. Americas,False,,,,,,
163170,Celulosa Arauco y Constitucion S.A.,False,,,,,,
163179,Chile,False,,,,,,
163182,China Development Bank,False,,,,,,
163192,Cole National Group Inc.,False,,,,,,
163213,Deutsche Ausgleichsbank,False,,,,,,
163226,AusNet Electricity Services Pty Ltd.,False,,,,,,
163235,Finland,False,,,,,,
163241,Fresh Foods Inc.,False,,,,,,
163249,Catalonia (Autonomous Community of),False,,,,,,
163276,Japan Finance Organization for Municipalities,False,,,,,,
163276,Japan Finance Corp. for Municipal Enterprises,False,,,,,,
163287,New Brunswick (Province of),False,,,,,,
163289,New Zealand,False,,,,,,
163290,Newfoundland and Labrador (Province of),False,,,,,,
163330,Texon International PLC,False,,,,,,
163355,American Seafoods Group LLC,False,,,,,,
163372,Centennial Cellular Operating Co. LLC,False,,,,,,
163390,COMFORCE Operating Inc.,False,,,,,,
163394,Consolidated Rail Corp.,False,,,,,,
163395,CoreStates Capital Corp.,False,,,,,,
163420,Capital One Bank (U.S.) N.A.,False,,,,,,
163424,Comerica Bank,False,,,,,,
163443,Ferrellgas L.P.,False,,,,,,
163452,"FrontierVision Operating Partners, L.P.",False,,,,,,
163470,Holt Group Inc. (The),False,,,,,,
163496,Bank One Michigan,False,,,,,,
163509,Protection One Alarm Monitoring Inc.,False,,,,,,
163537,Petroleos Mexicanos,False,,,,,,
163568,Allied Security Holdings LLC,False,,,,,,
163677,Americanas S.A.,False,,,,,,
163767,Safety Products Holdings Inc.,False,,,,,,
163837,Warner Chilcott Corp.,False,,,,,,
163881,Telcordia Technologies Inc.,False,,,,,,
163896,X5 Retail Group N.V.,False,,,,,,
163912,FastenTech Inc.,False,,,,,,
164194,Triad Financial Corp.,False,,,,,,
164272,Marquee Holdings Inc.,False,,,,,,
164322,Jamaica,False,,,,,,
164472,Residential Capital LLC,False,,,,,,
164473,MSC - Medical Services Co.,False,,,,,,
164519,Ahern Rentals Inc.,False,,,,,,
164574,Frank's Nursery & Crafts Inc.,False,FNC REALTY CORP,6500,531,,,USA
164725,LifeCare Holdings Inc.,False,,,,,,
165057,Huntsman Advanced Materials LLC,False,,,,,,
165220,Ames True Temper Inc.,False,,,,,,
165248,Broder Bros. Co.,False,,,,,,
165581,Vericast Corp.,False,,,,,,
165641,AAC Group Holding Corp.,False,,,,,,
165801,SGS International Inc.,False,,,,,,
165951,RathGibson Inc.,False,,,,,,
166143,Gregg Appliances Inc.,False,,,,,,
166367,Lazard Group LLC,False,,,,,,
166466,"Mesquite Gaming, LLC",False,,,,,,
171081,University Health Network,False,,,,,,
174154,CMP Susquehanna Radio Holdings Corp.,False,,,,,,
174167,WCI Steel Inc.,False,WCI STEEL ACQUISITION INC,3312,331111,,,USA
174478,Kimball Hill Inc.,False,,,,,,
174568,Innophos Investments Holdings Inc.,False,,,,,,
174701,Altra Power Transmission Inc.,False,,,,,,
174702,Ashton Woods Finance Co.,False,,,,,,
174745,Goodman Global Holdings Inc.,False,,,,,,
175273,Telefonica Emisiones S.A.U.,False,,,,,,
175348,PQ Corp.,False,,,,,,
175366,KazMunaiGas Exploration Production JSC,False,,,,,,
175611,Edgen Murray Corp.,False,,,,,,
175840,Dollarama Group LP,False,,,,,,
176039,Vitamin Shoppe Industries Inc.,False,,,,,,
176985,Buffets Inc.,False,,,,,,
177091,BR Malls Participacoes S.A.,False,,,,,,
177212,CU Inc.,False,CU INC,4931,2211,,,CAN
177236,VTB Bank JSC,False,,,,,,
177345,PIK Group JSC,False,PJSC PIK-SPECIALIZED HOME,6552,237210,,,RUS
177355,University of Western Ontario,False,,,,,,
177384,Atlantic Power Preferred Equity Ltd,False,ATLANTIC POWER PFD EQTY LTD,6799,523999,,,CAN
177396,Education Management LLC,False,,,,,,
177404,PPL Capital Funding Inc.,False,,,,,,
178007,Avis Budget Car Rental LLC,False,,,,,,
178549,Eurasia Drilling Co. Ltd.,False,,,,,,
178589,Mecachrome International Inc.,False,MECACHROME INTERNATIONAL INC,3720,3364,,,CAN
178988,Nostrum Oil and Gas PLC,False,,,,,,
181548,California Water Service Co.,False,CALIFORNIA WATER SERVICE CO,4941,221310,,,USA
182416,Munich Reins America Inc.,False,AMERICAN RE-INSURANCE CO,6331,524130,,,USA
182450,Aegon USA Inc.,False,LIFE INVESTORS INC,6311,5241,,,USA
182709,Nationwide Affinity Insurance Co. of America,False,WESTERN CASUALTY & SURETY CO,6331,524126,,,USA
182713,First Colony Life Insurance Co.,False,FIRST COLONY LIFE INSURANCE CO,6311,524113,,,USA
182751,Globe Life & Accident Insurance Co.,False,GLOBE LIFE & ACCIDENT INSURANCE CO,6311,524113,,,USA
182761,Durham Life Insurance Co.,False,DURHAM LIFE INSURANCE CO,6311,524113,,,USA
183674,Vornado Realty L.P.,False,VORNADO REALTY 7.875 PUB INC,6798,5311,,,
184129,Dexia,False,,,,,,
184130,Lloyds Bank PLC,False,,,,,,
184502,Israel,False,,,,,,
185589,Agroton Public Ltd.,False,,,,,,
186488,"Maiden Holdings North America, Ltd. (US)",False,MAIDEN HLDGS NORTH AMER LTD,6331,524126,,,USA
186869,Metinvest B.V.,False,,,,,,
187077,Consolidation Coal Co.,False,CONSOLIDATION COAL CO,1220,2121,,,UNK
200003,AM Konzernruckversicherung AG,False,,,,,,
200004,AachenMuenchener Versicherung AG,False,,,,,,
200019,FirstRand Ltd.,False,FIRSTRAND LTD,6020,522110,810,800,ZAF
200022,ABS-CBN Broadcasting Corp.,False,,,,,,
200048,Adamjee Insurance Co. Ltd.,False,,,,,,
200051,Adelaide Bank Ltd.,False,,,,,,
200055,Adler Real Estate AG,False,,,,,,
200065,Affin Bank Berhad,False,,,,,,
200107,Akita Bank Ltd.,False,,,,,,
200115,Albingia Versicherungs AG,False,,,,,,
200189,Antofagasta PLC,False,ANTOFAGASTA PLC,1000,212234,360,970,GBR
200192,Aoki International Co. Ltd.,False,,,,,,
200218,Arcelik A.S.,False,ARCELIK AS,3630,3352,315,976,TUR
200264,Ashtead Group PLC,False,ASHTEAD GROUP PLC,7350,5324,175,976,GBR
200335,Australian Guarantee Corp. Ltd.,False,,,,,,
200344,Australis Media Ltd.,False,,,,,,
200348,Autobacs Seven Co. Ltd.,False,,,,,,
200359,Awa Bank Ltd. (The),False,,,,,,
200361,AXA Assurances IARD Mutuelle,False,,,,,,
200362,AXA Belgium,False,,,,,,
200362,AXA Belgium S.A.,False,,,,,,
200363,Atos SE,False,ATOS SE,7370,5415,185,940,FRA
200380,Empresas Iansa S.A.,False,,,,,,
200384,Proximus S.A.,False,PROXIMUS SA,4813,517111,,,BEL
200397,Lojas Americanas S.A.,False,,,,,,
200434,Charbonnages de France,False,,,,,,
200445,Societe Nationale des Chemins de Fer Belges,False,,,,,,
200460,Borealis AG,False,,,,,,
200467,Alliance Bank Malaysia Berhad,False,,,,,,
200520,PT Bakrie Sumatera Plantations Tbk.,False,,,,,,
200526,Ballarpur Industries Ltd.,False,,,,,,
200529,Tryg Forsikring A/S,False,,,,,,
200534,Ban Hin Lee Bank Berhad,False,,,,,,
200537,Banco Nacional de Mexico S.A.,False,,,,,,
200539,"Banco Totta & Acores, S.A.",False,,,,,,
200560,Bank Permata Tbk (PT),False,,,,,,
200561,PT Bank Danamon Indonesia Tbk.,False,,,,,,
200563,PT Bank Internasional Indonesia Tbk.,False,,,,,,
200565,PT Bank CIMB Niaga Tbk.,False,,,,,,
200565,PT Bank Niaga Tbk.,False,,,,,,
200566,United Overseas Bank (Thai) Public Co. Ltd.,False,,,,,,
200568,Bank of Cyprus Holdings PLC,False,,,,,,
200569,Bank of Greece,False,,,,,,
200571,Bank of Melbourne Ltd.,False,,,,,,
200573,Bank of Nagoya Ltd.,False,,,,,,
200575,Bank of Queensland Ltd.,False,BANK OF QUEENSLAND LTD,6020,522110,810,800,AUS
200581,Bank Umum Nasional (P.T.),False,,,,,,
200588,Banco Mercantil del Norte S.A. Institucion de Banca Multiple Grupo Financiero Banorte,False,,,,,,
200590,BGL BNP Paribas S.A.,False,,,,,,
200596,Mirvac Property Trust,False,,,,,,
200632,Banca Agricola Mantovana SpA,False,,,,,,
200634,Banca Lombarda SpA,False,,,,,,
200639,Banca Popolare Commercio e Industria SCRL,False,,,,,,
200640,Fineco SpA,False,,,,,,
200642,Banca Popolare di Intra SCPA,False,,,,,,
200644,Banca Popolare Italiana Societa Cooperativa,False,,,,,,
200646,Banca Popolare di Sondrio SpA,False,,,,,,
200647,BPER Banca S.p.A.,False,,,,,,
200651,Banco de Colombia S.A.,False,,,,,,
200668,"Banco Mercantil C.A., S.A.C.A.",False,,,,,,
200669,"Banco Mexicano, S.A",False,,,,,,
200670,Banca Popolare di Cremona SpA,False,,,,,,
200671,Banco BPI S.A.,False,,,,,,
200673,Banco Provincial S.A.,False,,,,,,
200676,Bank Dagang Nasional Indonesia (P.T.),False,,,,,,
200695,Bendigo and Adelaide Bank Ltd.,False,,,,,,
200705,DNB Bank ASA,False,DNB BANK ASA,6020,522110,,,NOR
200712,PT Berlian Laju Tanker Tbk.,False,,,,,,
200731,Vienna Insurance Group AG Wiener Versicherung Gruppe,False,VIENNA INSURANCE GROUP,6331,524126,830,800,AUT
200752,Grupo Bimbo S.A.B. de C.V.,False,GRUPO BIMBO S.A.B. DE C.V.,2050,3118,250,978,MEX
200771,BNG Bank N.V.,False,,,,,,
200772,Bank of the Philippine Islands,False,,,,,,
200773,mBank S.A.,False,,,,,,
200798,Boram Bank,False,,,,,,
200864,Bumi Resources Tbk. PT,False,,,,,,
200877,BUT S.A.S.,False,,,,,,
200892,CMC Magnetics Corp.,False,,,,,,
200908,Colbun S.A.,False,,,,,,
200932,CIMB Group Holdings Bhd.,False,,,,,,
200933,Emporiki Bank of Greece S.A.,False,,,,,,
200935,Compal Electronics Inc.,False,,,,,,
200952,Societa Italiana per Condotte d'Acqua S.p.A.,False,,,,,,
201006,Sociedad de Inversiones Pampa Calichera S.A.,False,,,,,,
201012,Orbia Advance Corp. S.A.B. de C.V.,False,,,,,,
201022,CAP S.A.,False,,,,,,
201037,Cardif Assurance Vie,False,,,,,,
201066,Cathay Life Insurance Co. Ltd.,False,,,,,,
201066,Cathay Financial Holding Co. Ltd.,False,,,,,,
201102,UNACEM Corp. S.A.A.,False,,,,,,
201152,Challenge Bank Ltd.,False,,,,,,
201197,Chiba Kogyo Bank Ltd.,False,,,,,,
201213,China Banking Corp.,False,,,,,,
201216,CDIB Capital Group,False,,,,,,
201216,KGI Financial Holding Co. Ltd.,False,,,,,,
201238,CTBC Bank Co. Ltd.,False,,,,,,
201238,CTBC Financial Holding Co. Ltd.,False,,,,,,
201359,Cydsa S.A.B. de C.V.,False,,,,,,
201360,Cyprus Popular Bank Public Co. Ltd.,False,,,,,,
201383,Fubon Insurance Co. Ltd.,False,,,,,,
201500,Dacom Corp.,False,,,,,,
201533,Daio Paper Corp.,False,,,,,,
201584,KDDI Corp.,False,KDDI CORP,4812,517312,463,974,JPN
201606,Derwent London PLC,False,,,,,,
201608,Danmarks Skibskredit A/S,False,,,,,,
201628,Mitsubishi HC Capital Inc.,False,MITSUBISHI HC CAPITAL INC,6159,522298,175,976,JPN
201650,FirstGroup PLC,False,FIRSTGROUP PLC,4011,482111,620,600,GBR
201691,DVB Bank SE,False,,,,,,
201727,East Japan Railway Co.,False,EAST JAPAN RAILWAY CO,4011,482111,610,600,JPN
201790,Elektrim S.A.,False,,,,,,
201806,Fedrigoni SpA,False,,,,,,
201827,Farmers Bank of China,False,,,,,,
201898,Japan Airlines Domestic Co. Ltd.,False,,,,,,
201915,Jordan Islamic Bank,False,,,,,,
202019,Energy Developments Pty Ltd.,False,,,,,,
202021,Empresas CMPC S.A.,False,,,,,,
202039,Ferreycorp S.A.A.,False,,,,,,
202055,Anadolu Efes Biracilik ve Malt Sanayii AS,False,,,,,,
202056,Eregli Demir ve Celik Fabrikalari T.A.S.,False,,,,,,
202058,Ergobank S.A.,False,,,,,,
202077,"Ethniki, Hellenic General Ins Co. S.A.",False,,,,,,
202086,Getlink,False,,,,,,
202132,Far East Bank & Trust Co.,False,,,,,,
202197,First Bangkok City Bank Public Co. Ltd.,False,,,,,,
202199,FBN Holdings PLC,False,,,,,,
202199,First Bank of Nigeria PLC,False,,,,,,
202204,First Fire and Marine Insurance Co. Ltd.,False,,,,,,
202240,J.P. Morgan Fleming Overseas Investment Trust PLC,False,,,,,,
202256,Foodcorp (Proprietary) Ltd.,False,,,,,,
202265,"Forestal, Constructora y Comercial del Pacifico Sur S.A.",False,,,,,,
202268,Formosa Chemicals & Fibre Corp.,False,,,,,,
202271,Formosa Plastics Corp.,False,,,,,,
202276,Hamnia Forsikrings AB,False,,,,,,
202305,Fresenius SE & Co. KGaA,False,FRESENIUS SE & CO KGAA,8090,6214,300,905,DEU
202351,Fukui Bank Ltd.,False,,,,,,
202366,Gajah Tunggal Tbk. PT,False,,,,,,
202552,Swiss National Bank,False,,,,,,
202562,"Grupo Gigante, S. A. B. de C.V.",False,,,,,,
202594,China Oil and Gas Group Ltd.,False,,,,,,
202625,Grainger PLC,False,,,,,,
202627,Compania General de Electricidad S.A.,False,,,,,,
202662,Grohe Holding GmbH,False,,,,,,
202664,Delta Office Fund,False,,,,,,
202673,Zhejiang Expressway Co. Ltd.,False,ZHEJIANG EXPRESSWAY CO LTD,4700,488490,620,600,CHN
202696,Iochpe-Maxion S.A.,False,,,,,,
202711,China Merchants Port Holdings Co. Ltd.,False,,,,,,
202719,Hamamatsu Photonics KK,False,,,,,,
202724,Hana Bank,False,,,,,,
202724,Hana Bank (Old),False,,,,,,
202751,Japfa Comfeed Indonesia Tbk. PT,False,,,,,,
202764,JG Summit Holdings Inc.,False,,,,,,
202809,Jupiters Ltd.,False,,,,,,
202810,Jupiters Ltd.,False,,,,,,
