gvkey,entity_pname,has_funda_data,conm,sic,naics,spcindcd,spcseccd,fic
290393,Woori Financial Capital Co. Ltd.,False,,,,,,
290724,Takaful International Co. BSC,False,,,,,,
290728,Hoang Anh Gia Lai Joint Stock Co.,False,,,,,,
290888,Bulgaria,False,,,,,,
290946,Hotai Finance Co. Ltd.,False,,,,,,
290956,Avation PLC,False,,,,,,
290992,Alinma Bank,False,,,,,,
291380,Mongolian Resources Corp.,False,,,,,,
291533,Mercado de Valores de Buenos Aires S.A.,False,,,,,,
291537,"Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero y Subsidiarias",False,,,,,,
291740,SP Manweb PLC,False,MANWEB PLC,4911,2211,,,GBR
291746,UK Power Networks Services (South East) Ltd,False,,,,,,
291759,Rosseti PJSC,False,,,,,,
292062,gategroup Holding AG,False,,,,,,
292173,Banco do Estado do Para S.A.,False,,,,,,
292176,China Lumena New Materials Corp.,False,,,,,,
292221,Weqaya Takaful Insurance & Reinsurance Co.,False,,,,,,
292263,361 Degrees International Ltd.,False,,,,,,
292268,Bank for Foreign Trade of Vietnam,False,,,,,,
292279,China Qinfa Group Ltd.,False,,,,,,
292367,Al Rajhi Co. for Cooperative Insurance,False,,,,,,
292388,Vietnam Joint Stock Commercial Bank for Industry and Trade,False,,,,,,
292388,Industrial and Commercial Bank of Vietnam,False,,,,,,
292431,China State Construction Engineering Corp. Ltd.,False,,,,,,
292439,Gulf Insurance Group (A Saudi Joint Stock Company),False,,,,,,
292676,Metallurgical Corp. of China Ltd.,False,,,,,,
292861,Aktia Bank PLC,False,,,,,,
292892,Glorious Property Holdings Ltd.,False,,,,,,
292932,Enjoy S.A.,False,,,,,,
292961,Wynn Macau Ltd.,False,WYNN MACAU LTD,7990,721120,,,CYM
292995,Powerlong Real Estate Holdings Ltd.,False,,,,,,
293107,Vietnam Export Import Commercial Joint Stock Bank,False,,,,,,
293133,Yuzhou Properties Co. Ltd.,False,,,,,,
293139,China Evergrande Group,False,,,,,,
293216,Mingfa Group (International) Co. Ltd.,False,,,,,,
293282,Longfor Group Holdings Ltd.,False,,,,,,
293421,Fantasia Holdings Group Co. Ltd.,False,,,,,,
293425,Sands China Ltd.,False,SANDS CHINA LTD,7990,721120,,,CYM
293441,China Forestry Holdings Co. Ltd.,False,,,,,,
293526,Kaisa Group Holdings Ltd.,False,,,,,,
293536,China Longyuan Power Group Corp. Ltd.,False,,,,,,
293811,S.F. Holding Co. Ltd.,False,,,,,,
293871,Bank Tavrichesky,False,,,,,,
293927,China SCE Group Holdings Ltd.,False,,,,,,
294048,Huatai Securities Co. Ltd.,False,,,,,,
294183,Hanwha Life Insurance Co. Ltd.,False,,,,,,
294212,East Money Information Co. Ltd.,False,,,,,,
294220,TalkTalk Telecom Group Ltd.,False,,,,,,
294225,BR Properties S.A.,False,BR PROPERTIES SA,6500,531,,,BRA
294266,Zhongsheng Group Holdings Ltd.,False,,,,,,
294282,EnQuest PLC,False,,,,,,
294410,China Minzhong Food Corp. Ltd.,False,,,,,,
294436,Nadra Bank,False,,,,,,
294452,JSL S.A.,False,,,,,,
294508,Amadeus IT Group S.A.,False,AMADEUS IT GROUP SA,7370,5415,,,ESP
294553,"Empresa de Energia del Pacifico S.A., E.S.P.",False,,,,,,
294594,Hangzhou Hikvision Digital Technology Co. Ltd.,False,,,,,,
294713,KazInvestBank,False,,,,,,
294807,Edenred SE,False,EDENRED SE,7374,518210,,,FRA
294833,Wataniya Insurance Co.,False,,,,,,
294908,PT Berau Coal Energy Tbk.,False,,,,,,
295006,Guotai Junan International Holdings Ltd.,False,,,,,,
295315,Vietnam Technological And Commercial Joint Stock Bank,False,,,,,,
295397,iEnergizer Ltd.,False,,,,,,
295421,Evonik Industries,False,EVONIK INDUSTRIES AG,2800,325,,,DEU
295526,Pandora A/S,False,PANDORA AS,3911,339910,,,DNK
295575,Exova Group Ltd.,False,,,,,,
295591,Mongolian Mining Corp.,False,,,,,,
295595,Winsway Enterprises Holdings Ltd.,False,,,,,,
295620,GLP Pte. Ltd.,False,GLOBAL LOGISTIC PROPERTIES,6500,531,,,SGP
295628,Sunac China Holdings Ltd.,False,,,,,,
295638,Banco Davivienda S.A.,False,,,,,,
295682,Prio S.A.,False,,,,,,
295728,Eximbank Kazakhstan JSC,False,,,,,,
295729,Daqing Dairy Holdings Ltd.,False,,,,,,
295733,Sovcombank PJSC,False,,,,,,
295735,AIA Group Ltd.,False,AIA GROUP LTD,6311,524113,,,HKG
295792,Pesquera Exalmar S.A.A.,False,,,,,,
295844,Peach Property Group AG,False,,,,,,
295910,Aurizon Holdings Ltd.,False,,,,,,
295922,China Modern Dairy Holdings Ltd.,False,,,,,,
296004,Floatel International Ltd.,False,,,,,,
296091,Gjensidige,False,GJENSIDIGE FORSIKRING BA,6331,5241,,,NOR
296108,Scentre Group,False,,,,,,
296248,China Zhengtong Auto Services Holding Ltd.,False,,,,,,
296309,Health and Happiness (H&H) International Holdings Ltd.,False,,,,,,
296476,SABANA SHARI'AH COMPLIANT REIT,False,,,,,,
296575,OJSC RBC Information Systems,False,,,,,,
296584,Servicios Corporativos Javer S.A.B. de C.V.,False,,,,,,
296608,HMS Hydraulic Machines & Systems Group PLC,False,,,,,,
296665,Fortaleza Materiales S.A.P.I. de C.V.,False,,,,,,
296895,DBS Bank Ltd.,False,,,,,,
296900,IVS Group SA,False,,,,,,
296946,Sumitomo Mitsui Banking Corp.,False,,,,,,
296963,Avis Solutions Group PLC,False,,,,,,
297013,"Grupo Azucarero Mexico, S.A. de C.V.",False,,,,,,
297101,Hutchison Port Holdings Trust,False,,,,,,
297120,China Hongqiao Group Ltd.,False,,,,,,
297140,Far East Horizon Ltd.,False,,,,,,
297185,KION Group AG,False,KION GROUP AG,3537,333924,,,DEU
297223,Perform Group Ltd.,False,,,,,,
297233,TNT Express N.V.,False,TNT EXPRESS NV,4513,492110,,,NLD
297289,"Grupo Aeromexico, S.A.P.I. de C.V.",False,,,,,,
297479,CFR Pharmaceuticals S.A.,False,,,,,,
297533,Muthoot Finance Ltd.,False,,,,,,
297608,Refresco Group B.V.,False,,,,,,
297608,Refresco Group N.V.,False,,,,,,
297742,KRUK S.A.,False,,,,,,
297832,Creativ Group OJSC,False,,,,,,
297894,PT Buana Lintas Lautan Tbk.,False,,,,,,
297935,Bank Gospodarki Zywnosciowej S.A.,False,,,,,,
297957,Bankia S.A.,False,,,,,,
297998,MGM China Holdings Ltd.,False,MGM CHINA HOLDINGS LTD,7990,721120,,,CYM
298069,First Heartland Jusan Bank JSC,False,,,,,,
298073,E-MART Inc.,False,,,,,,
298150,Dubai Electricity and Water Authority,False,,,,,,
298181,Distribuidora Internacional de Alimentacion S.A.,False,DISTRIBUIDORA INTERNACIONAL,5399,452311,,,ESP
298317,PhosAgro PJSC,False,,,,,,
298400,Banca Civica S.A.,False,,,,,,
298549,Chimpharm JSC,False,,,,,,
303389,PT Solusi Tunas Pratama Tbk.,False,,,,,,
308388,Chorus Ltd.,False,CHORUS LTD,4899,517919,,,NZL
309187,People's Leasing & Finance PLC,False,,,,,,
311314,Baoxin Auto Group Ltd.,False,,,,,,
311319,Trade Me Group Ltd.,False,,,,,,
311549,Credit Bank of Moscow,False,,,,,,
311587,Andino Investment Holding S.A.A.,False,,,,,,
311727,Xiwang Special Steel Co. Ltd.,False,,,,,,
312012,VodafoneZiggo Group B.V.,False,,,,,,
312098,NMC Health PLC,False,,,,,,
312148,Banco BTG Pactual S.A.,False,,,,,,
312416,Alpek S.A.B. de C.V.,False,,,,,,
312871,D.E MASTER BLENDERS 1753 N.V,False,,,,,,
313020,BOC Aviation Ltd.,False,,,,,,
313158,China Aluminum International Engineering Corp. Ltd.,False,,,,,,
313201,PT MNC Sky Vision,False,,,,,,
313302,Qualitas Controladora S.A.B. de C.V.,False,,,,,,
313305,Inversiones La Construccion S.A.,False,,,,,,
313636,Clinigen Group PLC,False,,,,,,
313697,Hankook Tire & Technology Co. Ltd.,False,,,,,,
313844,Geo Energy Resources Ltd.,False,,,,,,
314179,Seazen Group Ltd.,False,,,,,,
314198,Oil and Gas Company Russneft OJSC,False,,,,,,
314214,The People's Insurance Co. (Group) of China Ltd.,False,,,,,,
314384,IG Seismic Services PLC,False,,,,,,
314404,Alior Bank S.A.,False,,,,,,
314569,Rosgosstrakh PJSC,False,,,,,,
314672,Golden Wheel Tiandi Holdings Co. Ltd.,False,,,,,,
314787,OCI N.V.,False,OCI NV,2870,3253,,,NLD
314884,Nine Entertainment Co. Holdings Ltd.,False,,,,,,
314896,Lenta Ltd.,False,,,,,,
314962,Grand City Properties S.A.,False,GRAND CITY PROPERTIES SA,6510,5311,,,LUX
315108,Infraestructura Energetica Nova S.A.P.I de C.V.,False,,,,,,
315113,HellermannTyton Group PLC,False,,,,,,
315140,FIBRA Terrafina,False,,,,,,
315226,Pegasus Hava Tasimaciligi A.S.,False,,,,,,
315394,China Galaxy Securities Co. Ltd.,False,,,,,,
315423,Ahlstrom Holding 3 Oy,False,,,,,,
315446,PT Mitra Pinasthika Mustika Tbk.,False,,,,,,
315453,Bravida Holding AB,False,,,,,,
315495,Nomura Real Estate Master Fund Inc.,False,,,,,,
315531,PT Sri Rejeki Isman Tbk.,False,,,,,,
315566,bpost SA/NV,False,,,,,,
315582,Stabilus SA,False,,,,,,
315682,Vonovia SE,False,VONOVIA SE,6531,531311,,,DEU
315842,Sammaan Capital Ltd.,False,,,,,,
315862,Globalworth Real Estate Investments Ltd.,False,,,,,,
315947,Soilbuild Business Space REIT,False,,,,,,
316100,Midea Group Co. Ltd.,False,,,,,,
316257,Nexteer Automotive Group Ltd.,False,,,,,,
316264,International Distribution Services PLC,False,INTERNATIONAL DISTRIBUTIONS,4210,492110,,,GBR
316269,Arrow Global Group PLC,False,,,,,,
316409,Dalian Wanda Commercial Management Group Co. Ltd,False,,,,,,
316424,Cembra Money Bank AG,False,,,,,,
316466,Altice France Holding S.A.,False,,,,,,
316511,Yestar Healthcare Holdings Co. Ltd.,False,,,,,,
316577,Merlin Entertainments PLC,False,MERLIN ENTERTAINMENTS PLC,7990,713,,,GBR
316725,Bank of Chongqing Co. Ltd.,False,,,,,,
316732,Hydoo International Holding Ltd.,False,,,,,,
316749,Jingrui Holdings Ltd.,False,,,,,,
316822,Damac Real Estate Development Ltd.,False,,,,,,
316826,China Cinda Asset Management Co. Ltd.,False,,,,,,
316869,Sawit Sumbermas Sarana Tbk. PT,False,,,,,,
316898,Logan Group Co. Ltd.,False,,,,,,
316923,Times China Holdings Ltd.,False,,,,,,
317079,Scout24 AG,False,,,,,,
317093,OUE Real Estate Investment Trust,False,,,,,,
317102,Altice Europe N.V.,False,,,,,,
317115,HK Electric Investments Ltd.,False,,,,,,
317310,Sunshine 100 China Holdings Ltd.,False,,,,,,
317312,Hispania Activos Inmobiliarios Socimi S.A.,False,,,,,,
317329,Play Communications S.A.,False,,,,,,
317379,Thurgauer Kantonalbank,False,,,,,,
317425,eDreams ODIGEO S.A.,False,,,,,,
317429,Seplat Energy PLC,False,,,,,,
317478,WH Group Ltd.,False,WH GROUP LTD,2011,31161,,,CYM
317487,Buwog AG,False,,,,,,
317570,Masmovil Ibercom SA.,False,,,,,,
317586,OCP S.A.,False,,,,,,
317629,Saga PLC,False,,,,,,
317755,Akelius Residential Property AB,False,,,,,,
317781,B&M European Value Retail S.A.,False,B&M EUROPEAN VALUE RETAIL,5399,455219,,,LUX
317787,Com Hem Holding AB (publ),False,,,,,,
317810,FIBRA Prologis,False,,,,,,
317821,ZPG Ltd.,False,,,,,,
317828,Ontex Group N.V.,False,,,,,,
317839,Yida China Holdings Ltd.,False,,,,,,
317859,Cerved Group S.p.A.,False,,,,,,
317860,Glarner Kantonalbank,False,,,,,,
317868,BMI Group S.a r.l.,False,,,,,,
317891,Worldline S.A.,False,WORLDLINE,7374,518210,,,FRA
317911,FinecoBank S.p.A.,False,,,,,,
317948,China Citic Financial Asset Management Co. Ltd.,False,,,,,,
317961,Guorui Properties Ltd.,False,,,,,,
317978,Merlin Properties Socimi S.A.,False,MERLIN PROPERTIES SOCIMI SA,6798,5311,,,ESP
318069,China Development Bank Financial Leasing Co. Ltd.,False,,,,,,
318122,Bank of Astana JSC,False,,,,,,
318194,Speedcast International Ltd.,False,,,,,,
318202,IREIT Global,False,,,,,,
318207,Pushpay Holdings Limited,False,,,,,,
318231,China VAST Industrial Urban Development Co. Ltd.,False,,,,,,
318363,Jalles Machado S.A.,False,,,,,,
318453,Emaar Malls PJSC,False,,,,,,
318510,Recruit Holdings Co. Ltd.,False,RECRUIT HOLDINGS CO LTD,7361,561311,,,JPN
318573,TLG Immobilien AG,False,,,,,,
318619,Shanghai Rural Commercial Bank Co. Ltd.,False,,,,,,
318713,Muangthai Capital Public Co. Ltd.,False,,,,,,
318761,EuroChem Group AG,False,,,,,,
318847,Samsung C&T Corp.,False,,,,,,
318900,BAIC Motor Corp. Ltd.,False,,,,,,
318920,China Reinsurance (Group) Corp.,False,,,,,,
318975,Guosen Securities Co. Ltd.,False,,,,,,
318981,Shenhua Hong Kong Ltd.,False,,,,,,
319038,Beijing Kunlun Tech Co. Ltd.,False,,,,,,
319193,HSS Hire Group PLC,False,,,,,,
319195,Sunrise Communications Group AG,False,,,,,,
319230,Elis S.A.,False,,,,,,
319284,Dongxing Securities Co. Ltd.,False,,,,,,
319360,Zegona Communications plc,False,,,,,,
319434,Orient Securities Co. Ltd.,False,,,,,,
319659,Cellnex Telecom S.A.,False,CELLNEX TELECOM SA,4899,517810,,,ESP
319687,South32 Ltd.,False,SOUTH32 LTD,1000,2122,,,AUS
319718,Global Power Synergy Public Co. Ltd.,False,,,,,,
319746,Unifin Financiera S.A.B. de C.V.,False,,,,,,
319759,CK Asset Holdings Ltd.,False,CK ASSET HOLDINGS LIMITED,6552,237210,,,CYM
319912,Infrastrutture Wireless Italiane SpA,False,,,,,,
319920,Red Star Macalline Group Corp. Ltd.,False,,,,,,
319938,Adler Group S.A.,False,,,,,,
319957,Guotai Junan Securities Co. Ltd.,False,,,,,,
320028,Operadora de Sites Mexicanos S.A.B. de C.V.,False,,,,,,
320029,B2 Impact ASA,False,,,,,,
320031,Euskaltel S.A.,False,,,,,,
320078,Aroundtown S.A.,False,AROUNDTOWN SA,6510,5311,,,LUX
320124,Schaeffler AG,False,,,,,,
320479,Worldpay Group Ltd.,False,,,,,,
320486,Intertrust N.V.,False,,,,,,
320609,Japan Post Bank Co. Ltd.,False,,,,,,
320610,Japan Post Insurance Co. Ltd.,False,,,,,,
320631,SCR-Sibelco NV,False,,,,,,
320676,China International Capital Corp. Ltd.,False,,,,,,
320759,Banco Internacional,False,,,,,,
320764,ABN AMRO Bank N.V.,False,ABN AMRO BANK NV,6020,522110,,,NLD
320785,Dometic Group AB,False,,,,,,
321000,SFI PJSC,False,,,,,,
321100,Seazen Holdings Co. Ltd.,False,,,,,,
321113,Ronshine China Holdings Ltd.,False,,,,,,
321217,Virgin Money UK PLC,False,,,,,,
321386,Suntory Holdings Ltd.,False,,,,,,
321431,China Zheshang Bank Co. Ltd.,False,,,,,,
321502,VAT Group AG,False,,,,,,
321620,"MONETA Money Bank, a.s.",False,,,,,,
321632,Uniper SE,False,UNIPER SE,4911,2211,,,DEU
321698,Signify N.V.,False,SIGNIFY NV,3640,33513,,,NLD
321814,Frasers Logistics & Commercial Trust,False,,,,,,
322067,Zheneng Jinjiang Environment Holding Co. Ltd.,False,,,,,,
322176,Future Retail Ltd.,False,,,,,,
322494,Postal Savings Bank of China Co. Ltd.,False,POSTAL SAVINGS BANK OF CHINA,6020,522110,,,CHN
322524,NETS A/S,False,,,,,,
322571,Vinte Viviendas Integrales S.A.B. de C.V.,False,,,,,,
322597,innogy,False,,,,,,
322728,Convatec Group PLC,False,CONVATEC GROUP PLC,3842,339113,,,GBR
322880,Doosan Bobcat Inc.,False,,,,,,
322951,DNA PLC,False,,,,,,
322986,CSC Financial Co. Ltd.,False,,,,,,
323352,Gamesys Group PLC,False,,,,,,
323355,SMU S.A.,False,,,,,,
323374,Movida Participacoes S.A.,False,,,,,,
323393,Serba Dinamik Holdings Bhd.,False,,,,,,
323433,Becle S.A.B. de C.V.,False,,,,,,
323554,CORESTATE Capital Holding S.A.,False,,,,,,
323562,LXI REIT PLC,False,,,,,,
323578,PJSC Detsky Mir,False,,,,,,
323648,Prosegur Cash S.A.,False,,,,,,
323683,Tikehau Capital SCA,False,,,,,,
323849,Neinor Homes S.A.,False,,,,,,
323931,Gestamp Automocion,False,,,,,,
324228,DIGI Communications N.V.,False,,,,,,
324686,Heimstaden AB (publ),False,,,,,,
324765,Guangzhou Rural Commercial Bank Co. Ltd.,False,,,,,,
324770,Essity AB,False,,,,,,
324859,Delivery Hero SE,False,DELIVERY HERO SE,5961,454110,,,DEU
324977,Metro AG,False,,,,,,
324988,doValue SpA,False,,,,,,
324989,GetBack S.A.,False,,,,,,
325059,IRB-Brasil Resseguros S.A.,False,,,,,,
325073,Oma Savings Bank PLC,False,,,,,,
325195,S4 Capital PLC,False,,,,,,
325248,Samhallsbyggnadsbolaget i Norden AB (publ),False,,,,,,
325572,Pirelli & C. SpA,False,,,,,,
325686,Aedas Homes S.A.,False,,,,,,
325699,AB Ignitis Group,False,,,,,,
325735,HelloFresh SE,False,HELLOFRESH SE,5960,454,,,DEU
325749,Befesa S.A.,False,,,,,,
325798,TI Fluid Systems PLC,False,,,,,,
325914,ContourGlobal Ltd.,False,,,,,,
326037,Stoneweg European Real Estate Investment Trust,False,,,,,,
326273,Guala Closures SpA,False,,,,,,
326377,Zhenro Properties Group Ltd.,False,,,,,,
326796,Energean PLC,False,,,,,,
327126,CEVA Logistics AG,False,,,,,,
327134,Vivo Energy Ltd.,False,,,,,,
327386,Foxconn Industrial Internet Co. Ltd.,False,,,,,,
327401,Adyen N.V.,False,ADYEN N.V,7374,518210,,,NLD
327415,Contemporary Amperex Technology Co. Ltd.,False,,,,,,
327453,Arion Bank,False,,,,,,
327466,Epiroc AB,False,EPIROC AB,3532,333131,,,SWE
327599,Xiaomi Corp.,False,XIAOMI CORPORATION,3663,334220,,,CYM
327645,Redsun Properties Group Ltd.,False,,,,,,
327665,Viva Energy Group Ltd.,False,,,,,,
327735,E-House (China) Enterprise Holdings Ltd.,False,,,,,,
328083,Meituan,False,MEITUAN,5961,454110,,,CYM
328163,Haidilao International Holding Ltd.,False,,,,,,
328488,Orient Takaful PJSC,False,,,,,,
328494,Aston Martin Lagonda Global Holdings PLC,False,ASTON MARTIN LAGONDA GLOBAL,3711,336111,,,GBR
328623,World Co. Ltd.,False,,,,,,
328643,DaFa Properties Group Ltd.,False,,,,,,
328745,Knorr-Bremse AG,False,KNORR-BREMSE AKTIE,3743,336510,,,DEU
328904,Shurgard Self Storage Ltd,False,,,,,,
329032,SIG Group AG,False,,,,,,
329056,Consus Real Estate AG,False,,,,,,
329498,Coles Group Ltd.,False,,,,,,
331108,Dexin China Holdings Co. Ltd.,False,,,,,,
331614,Nexi SpA,False,,,,,,
331821,Adevinta ASA,False,,,,,,
332044,Life insurance company Freedom Life JSC,False,,,,,,
332256,Arabian Centres Company,False,,,,,,
332293,SUSE S.A.,False,,,,,,
332302,Pujiang International Group Ltd.,False,,,,,,
332311,TRATON SE,False,,,,,,
332410,CSSC (Hong Kong) Shipping Co. Ltd.,False,,,,,,
332771,Freedom Finance JSC,False,,,,,,
333645,Prosus N.V.,False,PROSUS NV,5961,454110,,,NLD
333754,M&G PLC,False,M&G PLC,6200,5239,,,GBR
333866,EQT AB (publ),False,,,,,,
334028,Verallia S.A.,False,,,,,,
334217,Helios Towers PLC,False,HELIOS TOWERS PLC,4812,51711,,,GBR
334759,Sinic Holdings (Group) Co. Ltd.,False,,,,,,
335149,AK Altynalmas JSC,False,,,,,,
336884,Titan Cement Co. S.A.,False,,,,,,
338548,Zhongtai Securities Co. Ltd.,False,,,,,,
338557,JDE Peet's N.V.,False,JDE PEET'S N V,2090,311920,,,NLD
338892,Abu Dhabi National Energy Co. PJSC,False,,,,,,
338931,China Bohai Bank Co. Ltd.,False,,,,,,
339015,Metso Oyj,False,METSO OYJ,3530,333120,,,FIN
339022,Ambipar Participacoes e Empreendimentos S.A.,False,,,,,,
340051,THG PLC,False,THG PLC,5960,456120,,,GBR
340071,Simpar S.A.,False,,,,,,
340153,Siemens Energy,False,SIEMENS ENERGY AG,3510,333611,,,DEU
341847,Colombia Telecomunicaciones S.A. E.S.P.,False,,,,,,
343925,Radiance Holdings (Group) Co. Ltd.,False,,,,,,
344060,Brava Energia S.A.,False,,,,,,
345390,Rede D'Or Sao Luiz S.A.,False,,,,,,
346210,QLM Life & Medical Insurance Co.,False,,,,,,
346453,"Vamos Locacao de Caminhoes, Maquinas e Equipamentos S.A.",False,,,,,,
346546,Technip Energies,False,TECHNIP ENERGIES,1600,237120,,,NLD
346839,Sinoasia B&R Insurance JSC,False,,,,,,
347036,Vantage Towers AG,False,,,,,,
347115,CTP N.V.,False,,,,,,
347352,Harbour Energy PLC,False,,,,,,
347562,Synlab AG,False,,,,,,
347739,Aydem Renewables,False,,,,,,
348744,Pepco Group N.V.,False,,,,,,
348760,Parts Holding Europe SAS,False,,,,,,
348767,REVO Insurance SpA,False,,,,,,
348887,Bank Norwegian ASA,False,,,,,,
349562,Groupe Josi 1909,False,,,,,,
349929,Van Lanschot Kempen N.V.,False,,,,,,
349953,Raizen S.A.,False,,,,,,
350353,Azelis Group NV,False,,,,,,
350366,Universal Music Group N.V.,False,UNIVERSAL MUSIC GROUP N V,7812,512110,,,NLD
350475,Praemia Healthcare,False,,,,,,
350620,Storskogen Group AB (publ),False,,,,,,
350666,OVHcloud,False,,,,,,
350764,AutoStore Holdings Ltd.,False,,,,,,
350930,Sisal S.p.A.,False,,,,,,
350952,Volvo Car AB,False,VOLVO CAR AB PUBL,3711,336110,,,SWE
350970,Fertiglobe PLC,False,,,,,,
350993,Softline Holding PLC,False,,,,,,
351070,Ventia Services Group Ltd.,False,,,,,,
352012,LG Energy Solution Ltd.,False,,,,,,
352335,Abu Dhabi Ports Co. PJSC,False,,,,,,
352341,Var Energi ASA,False,,,,,,
353070,Lottery Corp. Ltd.,False,,,,,,
354462,CGE Transmisión S.A.,False,,,,,,
354658,"Sitios Latinoamerica, S.A.B. de C.V.",False,,,,,,
356706,Lottomatica Group SpA,False,,,,,,
357646,Petrofina S.A.,False,,,,,,
358690,RENK Group AG,False,,,,,,
358790,Mandatum Plc,False,,,,,,
359443,Indian Renewable Energy Development Agency Ltd.,False,,,,,,
359645,Syensqo,False,,,,,,
360332,Pluxee N.V.,False,,,,,,
365900,Asmodee Group AB,False,,,,,,
